"文件","原行号","原入口","原中文","原英文","改写中文","改写英文","当前结论"
"apps/desktop/src/renderer/features/digital-employees/ProjectDigitalEmployeesPanel.tsx","563","","允许显式部署动作；Agent 完成不会自动部署。","Allows an explicit deploy action; Agent completion does not deploy.","允许在你发起部署操作时部署项目，员工完成工作不会自动部署。","Allow deployment when you request it. Finishing the employee’s work does not deploy automatically.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/ProjectDigitalEmployeesPanel.tsx","569","","允许显式完结动作；交付物仍需管理者验收。","Allows explicit task completion; deliverables still require manager acceptance.","允许执行结束任务的操作，交付物仍需由你验收。","Allow task completion actions. Deliverables still require your acceptance.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/ProjectDigitalEmployeesPanel.tsx","585","","这是 Agent 可显式调用的项目能力，不改变员工身份，也不会自动执行。","This is a project capability the Agent may invoke explicitly. It does not change the employee identity or run automatically.","此命令可供员工在获得授权后使用，不会因保存配置而执行。","The employee can use this command after approval. Saving these settings does not run it.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/ProjectDigitalEmployeesPanel.tsx","594","","自动化只决定何时为数字员工创建工作项，不会绕过员工权限或静默执行部署命令。","Automation only decides when to create work for the employee; it never bypasses employee permissions or silently runs deployment commands.","自动化按规则为员工安排工作，仍需遵守员工权限和部署授权。","Automations assign work according to rules and still follow the employee’s permissions and deployment approvals.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/ProjectDigitalEmployeesPanel.tsx","651","","每条规则独立启停并按稳定事件身份去重。","Each rule is independently enabled and deduplicated by stable event identity.","每条规则可单独启用或停用，同一事件不会重复触发工作。","Enable or disable each rule separately. The same event will not trigger duplicate work.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","190","","每个工作项是一份独立工作责任。","Each item is an independent responsibility.","每个工作项对应一次单独指派的工作。","Each work item represents a separately assigned piece of work.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","200","","版本化保留，会话结束不等于验收。","Versioned; conversation completion is not acceptance.","保留各次交付的内容，供你检查并确认验收。","Keep each delivery for you to review and accept.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","246","","按冻结配置执行当前任务。","Runs from its frozen configuration.","使用启动时确认的配置执行此任务。","Run this task with the settings confirmed at the start.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","339","","每个版本独立保留验收状态和内容哈希","Every version keeps its acceptance state and content hash","查看每次交付的内容与验收状态","View the content and acceptance status of each delivery","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","364","","会话、命令日志与历史执行的审计引用","Audit references for conversations, command logs, and legacy runs","查看相关对话、命令日志和历史运行","View related conversations, command logs, and past runs","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","597","","本次运行未启动，请查看页面错误并刷新后重试。","This run did not start. Review the error and refresh.","本次运行未能启动，请查看页面上的具体原因。","This run could not start. See the specific cause on this page.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","606","","修改只冻结到本次运行，不回写员工或系统模板。","Changes are frozen into this run and do not update the employee or template.","修改只用于本次工作，不改变员工或模板的默认设置。","Changes apply only to this run and do not change employee or template defaults.","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","670","","代码现场","Code workspace","代码工作目录","Code working folder","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","684","","继续已登记任务环境，或把未占用的本地任务分支登记为隔离 worktree","Continue a managed environment or register an available local task branch as an isolated worktree","使用已有任务目录，或为未被使用的本地分支创建独立工作目录","Use an existing task folder, or create a separate working folder for an unused local branch","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","691","","新建一条独立执行线，不共享已有员工的代码现场","Create an independent execution line without sharing an existing workspace","创建新的分支和工作目录，与其他员工分别修改代码","Create a new branch and working folder to edit code separately from other employees","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","735","","启动时登记到新的隔离 worktree","Registered in a new isolated worktree at startup","启动时创建独立工作目录","Create a separate working folder at startup","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","772","","冻结后的有效配置","Frozen effective configuration","本次使用的配置","Settings for this run","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","779","","模型与运行内核","Model and runtime","模型与 AI 服务","Model and AI service","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","797","","代码现场","Code workspace","代码工作目录","Code working folder","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","806","","正在自动刷新权威预览…","Refreshing authoritative preview…","正在更新运行配置预览…","Updating the run settings preview…","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","884","reason","已在其他 worktree 检出","checked out in another worktree","已在其他工作目录使用","In use in another working folder","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","1106","","请先核对命令日志和外部现场，再确认成功或失败；任一处置都不会自动重发。","Check command logs and external state, then mark success or failure. Neither action resends the command.","Zeus 无法确定命令是否执行成功。请检查命令日志和目标应用的实际结果，再确认成功或失败。确认不会再次执行命令。","Zeus cannot determine whether the command succeeded. Check the command logs and the result in the target app before confirming success or failure. Confirmation will not run the command again.","最终文字仍在源码"
