"文件","入口","数量","保留理由","候选逐项原文"
"packages/storage/src/commandDeliveryStore.ts","listRecoveryRequired","1","模板或 SQL，非界面提示","[{""line"":711,""text"":""SELECT command_id\n           FROM command_inbox\n          WHERE delivery_state = 'pending'\n             OR last_outcome = 'outcome_unknown_after_write'\n          ORDER BY updated_at, command_id\n          LIMIT ?""}]"
"packages/storage/src/commandDeliveryStore.ts","listPreparedExternalByDestination","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":728,""text"":""prepared 外部操作扫描 limit 必须是 1 到 1000 的安全整数。""}]"
"packages/storage/src/commandDeliveryStore.ts","listPreparedExternalByDestination","1","模板或 SQL，非界面提示","[{""line"":732,""text"":""SELECT outbox.command_id\n           FROM command_outbox AS outbox\n          WHERE outbox.destination_kind = 'external_operation'\n            AND outbox.destination_id = ?\n            AND outbox.state = 'prepared'\n            AND (? IS NULL OR outbox.command_id > ?)\n            AND outbox.attempt = (\n              SELECT MAX(latest.attempt)\n                FROM command_outbox AS latest\n               WHERE latest.command_id = outbox.command_id\n            )\n          ORDER BY outbox.command_id\n          LIMIT ?""}]"
"packages/storage/src/commandDeliveryStore.ts","sealUnreceiptedProviderWritesAsUnknown.rows","1","模板或 SQL，非界面提示","[{""line"":756,""text"":""SELECT outbox.*\n           FROM command_outbox AS outbox\n           LEFT JOIN command_delivery_receipts AS receipt ON receipt.outbox_id = outbox.id\n          WHERE outbox.state = 'provider_write_started'\n            AND receipt.outbox_id IS NULL\n          ORDER BY outbox.prepared_at, outbox.command_id, outbox.attempt""}]"
"packages/storage/src/commandDeliveryStore.ts","receiveInCurrentTransaction.byIdentity","1","模板或 SQL，非界面提示","[{""line"":781,""text"":""SELECT * FROM command_inbox WHERE command_id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","receiveInCurrentTransaction.byIdempotency","1","模板或 SQL，非界面提示","[{""line"":782,""text"":""SELECT * FROM command_inbox WHERE scope_kind = ? AND scope_id = ? AND idempotency_key = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","receiveInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":786,""text"":""Command ID 或 scope 幂等键已经绑定不同请求。""}]"
"packages/storage/src/commandDeliveryStore.ts","receiveInCurrentTransaction","1","模板或 SQL，非界面提示","[{""line"":796,""text"":""INSERT INTO command_inbox\n       (command_id, schema_generation, command_type, actor_kind, actor_id, scope_kind, scope_id,\n        expected_revision, idempotency_key, envelope_sha256, request_sha256, envelope_json,\n        delivery_state, last_outcome, created_at, updated_at)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 'pending', NULL, ?, ?)""}]"
"packages/storage/src/commandDeliveryStore.ts","latestOutbox.row","1","模板或 SQL，非界面提示","[{""line"":822,""text"":""SELECT * FROM command_outbox WHERE command_id = ? ORDER BY attempt DESC LIMIT 1""}]"
"packages/storage/src/commandDeliveryStore.ts","receiptByOutbox.row","1","模板或 SQL，非界面提示","[{""line"":827,""text"":""SELECT * FROM command_delivery_receipts WHERE outbox_id = ? ORDER BY sequence DESC LIMIT 1""}]"
"packages/storage/src/commandDeliveryStore.ts","receiptByOperationIdentity.row","1","模板或 SQL，非界面提示","[{""line"":833,""text"":""SELECT * FROM command_delivery_receipts\n        WHERE outcome = 'accepted' AND operation_identity = ?\n        ORDER BY occurred_at, id LIMIT 1""}]"
"packages/storage/src/commandDeliveryStore.ts","outboxByExternalOperation.row","1","模板或 SQL，非界面提示","[{""line"":843,""text"":""SELECT * FROM command_outbox\n        WHERE destination_kind = 'external_operation' AND destination_id = ? AND external_operation_id = ?\n        ORDER BY prepared_at, id LIMIT 1""}]"
"packages/storage/src/commandDeliveryStore.ts","requireInbox.row","1","模板或 SQL，非界面提示","[{""line"":852,""text"":""SELECT * FROM command_inbox WHERE command_id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","requireInbox","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":853,""text"":""Command Inbox 记录不存在。""}]"
"packages/storage/src/commandDeliveryStore.ts","requireOutbox.row","1","模板或 SQL，非界面提示","[{""line"":858,""text"":""SELECT * FROM command_outbox WHERE id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","requireOutbox","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":859,""text"":""Command Outbox 记录不存在。""}]"
"packages/storage/src/commandDeliveryStore.ts","requireReceipt.row","1","模板或 SQL，非界面提示","[{""line"":864,""text"":""SELECT * FROM command_delivery_receipts WHERE id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","requireReceipt","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":865,""text"":""Command Provider 回执不存在。""}]"
"packages/storage/src/commandDeliveryStore.ts","assertSameDeliveryIdentity","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":930,""text"":""活动 Outbox 已绑定不同的目的地或资源身份。""}]"
"packages/storage/src/commandDeliveryStore.ts","validDestinationKind","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":938,""text"":""destinationKind 必须是已治理命令目的地之一。""}]"
"packages/storage/src/commandDeliveryStore.ts","validOutcome","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":943,""text"":""Provider 派发结果不在允许的四态集合中。""}]"
"packages/storage/src/commandDeliveryStore.ts","validSha256","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":949,""text"":""${field} 必须是小写 SHA-256。""}]"
"packages/storage/src/commandDeliveryStore.ts","boundedIdentity","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":954,""text"":""${field} 不是有效的稳定身份。""}]"
"packages/storage/src/commandDeliveryStore.ts","validTimestamp","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":971,""text"":""${field} 必须是有效时间。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalJson","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":977,""text"":""命令或回执证据不是可持久化 JSON。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalValue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":982,""text"":""命令或回执证据超过最大嵌套深度。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalValue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":985,""text"":""命令或回执证据包含非有限数字。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalValue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":989,""text"":""命令或回执证据包含循环引用。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalValue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":999,""text"":""命令或回执证据包含非普通对象。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalValue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1000,""text"":""命令或回执证据包含循环引用。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalValue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1008,""text"":""命令或回执证据包含非 JSON 字段。""}]"
"packages/storage/src/commandDeliveryStore.ts","canonicalValue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1017,""text"":""命令或回执证据不是可持久化 JSON。""}]"
"packages/storage/src/commandDeliveryStore.ts","assertRequiredColumns.present","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1033,""text"":""PRAGMA table_info(${table})""}]"
"packages/storage/src/commandDeliveryStore.ts","assertRequiredColumns","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1036,""text"":""命令派发表结构不完整，已拒绝猜测迁移。""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","模板或 SQL，非界面提示","[{""line"":104,""text"":""SELECT migration_id FROM schema_migrations WHERE migration_id = ?""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","模板或 SQL，非界面提示","[{""line"":109,""text"":""CREATE TABLE IF NOT EXISTS command_definitions (\n        id TEXT PRIMARY KEY,\n        scope TEXT NOT NULL,\n        project_id TEXT,\n        name TEXT NOT NULL,\n        normalized_name TEXT NOT NULL,\n        title TEXT NOT NULL,\n        description TEXT NOT NULL,\n        command_text TEXT NOT NULL,\n        parameters_json TEXT NOT NULL,\n        timeout_seconds INTEGER NOT NULL,\n        enabled INTEGER NOT NULL DEFAULT 0,\n        telegram_enabled INTEGER NOT NULL DEFAULT 0,\n        risk_flags_json TEXT NOT NULL,\n        revision INTEGER NOT NULL DEFAULT 1,\n        created_at TEXT NOT NULL,\n        updated_at TEXT NOT NULL,\n        deleted_at TEXT\n      )""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","模板或 SQL，非界面提示","[{""line"":130,""text"":""CREATE TABLE IF NOT EXISTS command_aliases (\n        id TEXT PRIMARY KEY,\n        command_id TEXT NOT NULL,\n        alias TEXT NOT NULL,\n        normalized_alias TEXT NOT NULL,\n        created_at TEXT NOT NULL\n      )""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","模板或 SQL，非界面提示","[{""line"":139,""text"":""CREATE TABLE IF NOT EXISTS command_runs (\n        id TEXT PRIMARY KEY,\n        command_id TEXT,\n        project_id TEXT NOT NULL,\n        runtime_session_id TEXT,\n        trigger TEXT NOT NULL,\n        status TEXT NOT NULL,\n        command_snapshot_json TEXT NOT NULL,\n        parameter_snapshot_json TEXT NOT NULL,\n        cwd TEXT NOT NULL,\n        timeout_seconds INTEGER NOT NULL,\n        exit_code INTEGER,\n        failure_reason TEXT,\n        started_at TEXT,\n        ended_at TEXT,\n        created_at TEXT NOT NULL,\n        updated_at TEXT NOT NULL\n      )""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","模板或 SQL，非界面提示","[{""line"":159,""text"":""CREATE TABLE IF NOT EXISTS command_artifacts (\n        id TEXT PRIMARY KEY,\n        run_id TEXT NOT NULL,\n        relative_path TEXT NOT NULL,\n        absolute_path TEXT NOT NULL,\n        artifact_ref_json TEXT,\n        mime_type TEXT,\n        byte_length INTEGER NOT NULL,\n        created_at TEXT NOT NULL\n      )""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":172,""text"":""CREATE INDEX IF NOT EXISTS idx_command_definitions_scope_project ON command_definitions(scope, project_id, updated_at)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":173,""text"":""CREATE INDEX IF NOT EXISTS idx_command_definitions_normalized_name ON command_definitions(normalized_name)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":174,""text"":""CREATE INDEX IF NOT EXISTS idx_command_aliases_command ON command_aliases(command_id)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":175,""text"":""CREATE INDEX IF NOT EXISTS idx_command_aliases_normalized ON command_aliases(normalized_alias)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":176,""text"":""CREATE INDEX IF NOT EXISTS idx_command_runs_project_created ON command_runs(project_id, created_at)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":177,""text"":""CREATE INDEX IF NOT EXISTS idx_command_runs_command_created ON command_runs(command_id, created_at)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":178,""text"":""CREATE UNIQUE INDEX IF NOT EXISTS idx_command_artifacts_run_path ON command_artifacts(run_id, relative_path)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","模板或 SQL，非界面提示","[{""line"":183,""text"":""INSERT INTO schema_migrations (migration_id, description, checksum, applied_at) VALUES (?, ?, ?, ?)""}]"
"packages/storage/src/commands.ts","migrateCommandCenterSchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":183,""text"":""增加通用命令定义、别名、执行记录与产物持久化""}]"
"packages/storage/src/commands.ts","migrateCommandArtifactRefColumn","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":190,""text"":""ALTER TABLE command_artifacts ADD COLUMN artifact_ref_json TEXT""}]"
"packages/storage/src/commands.ts","create","1","模板或 SQL，非界面提示","[{""line"":204,""text"":""INSERT INTO command_definitions\n           (id, scope, project_id, name, normalized_name, title, description, command_text,\n            parameters_json, timeout_seconds, enabled, telegram_enabled, risk_flags_json,\n            revision, created_at, updated_at, deleted_at)\n         VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, NULL)""}]"
